"Esd";"GKY_S";"GKX_S"
17486;554314;120777
17487;554297;120782
17488;554302;120799
17489;554275;120755
17490;554286;120765
17491;554318;120761
17492;554330;120726
17493;554325;120712
17494;554332;120702
17495;554329;120687
17496;554339;120659
17497;554296;120682
17498;554292;120696
17499;554288;120709
17500;554286;120721
17501;554282;120736
17502;554264;120805
17503;554272;120794
17504;554291;120811
17505;554318;120605
17506;554334;120622
17507;554306;120619
17508;554311;120817
17509;554377;120829
17510;554305;120712
17511;554299;120658
17512;554323;120805
17513;595517;163230
17514;595397;162849
17515;595490;163191
17516;581395;156964
17517;581928;156693
17518;581328;156940
17519;593390;164462
17520;593447;164548
17521;579448;160368
17522;535541;157067
17523;577181;161099
17524;577164;161074
17525;574705;158846
17526;574979;159458
17527;574798;159126
17528;598537;163106
17529;529636;154103
17530;529570;154070
17531;529575;154104
17532;531524;156414
17533;579199;161515
17534;579182;161585
17535;531751;156542
17536;528621;154367
17537;581883;159298
17538;580500;158460
17539;528937;155341
17540;580547;158575
17541;581577;158789
17542;576977;157260
17543;544192;138843
17544;577532;156698
17545;577498;157289
17546;576398;157376
17547;540853;157455
17548;581366;161576
17549;581261;161259
17550;577442;157755
17551;577670;157678
17552;580835;157069
17553;542530;156995
17554;542702;156611
17555;501362;159338
17556;533176;166086
17557;606721;172518
17558;606827;172421
17559;606866;172396
17560;607003;172222
17561;606859;172229
17562;495933;163333
17563;540360;152883
17564;540622;154261
17565;542185;155278
17566;502763;158781
17567;567145;142056
17568;567433;142252
17569;492659;154547
17570;566965;142198
17571;568607;141727
17572;568057;143146
17573;568107;143052
17574;568099;143072
17575;568055;143062
17576;568083;143095
17577;568074;143113
17578;566378;142902
17579;538231;154704
17580;507894;159486
17581;535659;163500
17582;535747;163536
17583;504782;164224
17584;504213;163500
17585;503212;157494
17586;508485;161923
17587;508463;161740
17588;454662;116929
17589;500352;162035
17590;499959;161622
17591;567587;149900
17592;434011;140255
17593;434029;140396
17594;433854;140437
17595;434523;139820
17596;535204;156534
17597;535059;156101
17598;431056;140766
17599;435751;135665
17600;442116;130469
17601;442275;130276
17602;441260;135328
17603;441019;129850
17604;441362;130094
17605;440130;136883
17606;440521;136657
17607;435632;130897
17608;442060;129094
17609;434978;139515
17610;434877;139281
17611;434782;139490
17612;436456;131809
17613;441431;131803
17614;439501;131337
17615;438709;127513
17616;437208;136149
17617;438963;127598
17618;438925;127571
17619;438910;127568
17620;438891;127557
17621;438880;127551
17622;438868;127544
17623;439040;127648
17624;435621;135505
17625;435587;135486
17626;439940;131026
17627;441275;129947
17628;443221;128013
17629;436771;133274
17630;436925;133156
17631;440925;136353
17632;441559;135793
17633;396488;76493
17634;412907;102171
17635;413282;103771
17636;414158;102897
17637;412699;104360
17638;413306;105083
17639;414894;103462
17640;424638;95651
17641;393455;136400
17642;392561;136309
17643;392378;133346
17644;386405;133518
17646;385502;128109
17647;393501;142303
17648;410541;75949
17649;402348;136766
17650;403894;139949
17651;403917;137892
17652;403008;141281
17653;402109;141280
17654;404817;138272
17655;402314;137440
17656;384020;130688
17657;394370;84153
17658;398978;78825
17659;392206;84366
17660;392385;84739
17661;394923;91569
17662;394896;91460
17663;395298;88529
17664;418262;61234
17665;395774;75075
17666;413393;69657
17667;476831;93836
17668;478763;88258
17669;445590;111921
17670;477359;93163
17671;536950;89894
17672;471916;82376
17673;470260;92514
17674;475199;87867
17675;513456;73134
17676;474554;83306
17677;467408;113537
17678;478079;86908
17679;471161;87181
17680;471167;87184
17681;471173;87179
17682;408750;74867
17683;409316;74385
17684;415603;68590
17685;412741;67025
17686;406006;71253
17687;411629;73379
17688;409312;76202
17689;420701;69159
17690;408911;74823
17691;416407;63076
17692;402904;73644
17693;477679;88512
17694;416839;58017
17695;414675;73365
17696;414322;73227
17697;416507;70303
17698;412135;64804
17699;408406;74949
17700;401310;74888
17701;400732;140694
17702;393501;143838
17703;400640;94176
17704;388532;133008
17705;389316;133351
17706;388328;133178
17707;388965;133872
17708;387489;132963
17709;390066;133018
17710;393023;77590
17711;399667;79131
17712;392366;80205
17713;392203;84018
17714;392399;84395
17715;391865;83477
17716;392408;84304
17717;391876;83587
17718;450615;122199
17719;450722;122138
17720;450716;122208
17721;396616;78729
17722;396785;78745
17723;396706;78697
17724;397352;76867
17725;397317;76902
17726;437412;64913
17727;392969;76632
17728;403524;118349
17729;409862;111086
17730;419950;127721
17731;420335;128664
17732;420087;128456
17733;420170;128490
17734;419203;128469
17735;417675;128314
17736;417240;128682
17737;419083;128406
17738;417515;125939
17739;419237;125723
17740;480621;110384
17741;480776;110246
17742;438395;136224
17743;440006;137656
17744;402305;151020
17745;401870;151255
17746;401838;151263
17747;467319;113756
17748;402412;150607
17749;404625;150377
17750;408772;149880
17751;408814;149858
17752;442363;130229
17753;439015;127697
17754;438343;130544
17755;438437;130516
17756;439207;127660
17757;435550;132428
17758;435473;133204
17759;436510;131175
17760;441460;126338
17761;441496;126322
17762;441800;126259
17763;440870;127666
17764;443229;127886
17765;443248;127905
17766;440279;129401
17767;439773;129814
17768;441974;127900
17769;443347;127768
17770;442791;127592
17771;441540;135824
17772;438698;133768
17773;438630;133868
17774;438021;134199
17775;441768;130138
17776;438563;136311
17777;438534;136341
17778;460409;120547
17779;442761;127336
17780;440168;129580
17781;439262;135642
17782;439120;135281
17783;468332;103158
17784;438980;127677
17785;438761;127483
17786;439005;127685
17787;439016;127728
17788;439042;127751
17789;401895;151355
17790;443735;132879
17791;448195;132123
17792;407082;149648
17793;407113;149636
17794;407202;149694
17795;451331;122787
17796;445493;131432
17797;446360;134216
17798;446314;134217
17799;448431;136723
17800;448823;138790
17801;445672;135221
17802;443891;141077
17803;440205;132718
17804;446462;135403
17805;446943;135345
17806;451641;137857
17807;450221;135995
17808;443131;137403
17809;443115;134825
17810;446317;134572
17812;445925;133004
17813;445929;133072
17814;443066;134700
17815;490584;119097
17816;427978;143514
17817;525224;87402
17818;497657;87318
17819;428265;143871
17820;442464;137256
17821;439398;137449
17822;438809;137101
17823;436313;136586
17824;436859;133258
17825;436659;133498
17826;436585;133722
17827;436573;133755
17828;436605;133774
17829;436612;133748
17830;436550;133856
17831;436835;133304
17832;436610;133594
17833;436595;133631
17834;438722;127520
17835;434314;126311
17836;412841;126787
17837;421122;126161
17838;413023;126686
17839;414676;127373
17840;599787;182872
17841;421595;52431
17842;401921;151267
17843;401987;151119
17844;401884;151223
17845;423175;121646
17846;401856;151281
17847;401873;151289
17848;401810;151361
17849;401766;151133
17850;401562;151215
17851;413488;71091
17852;439855;44833
17853;402125;150971
17854;408849;149845
17855;409042;149912
17856;417162;148064
17857;438405;130495
17858;438260;130466
17859;439158;137363
17860;438109;135596
17861;438351;137955
17862;404919;150735
17863;404997;150946
17864;404961;150732
17865;404955;150715
17866;404943;150664
17867;404988;150911
17868;404870;150719
17869;419666;147568
17870;419705;147577
17871;419261;147562
17872;419208;147529
17873;419719;147575
17874;419659;147591
17875;419543;147603
17876;419467;147579
17877;419611;147586
17878;412427;149185
17879;412067;149371
17880;411834;149510
17881;411386;149507
17882;410661;149595
17883;410485;149630
17884;411223;149409
17885;410464;149691
17886;412538;149234
17887;439941;137862
17888;441029;140178
17889;439448;137838
17890;439844;137851
17891;445206;114485
17892;456185;64536
17893;455674;64168
17894;458444;65881
17895;458495;65760
17896;458973;64577
17897;458972;64556
17899;457103;63227
17900;459204;63554
17901;459170;63523
17902;459092;63486
17903;402073;89526
17904;459180;63299
17905;446337;128625
17906;458214;63244
17907;458837;62480
17908;460787;63076
17909;460725;61988
17911;459621;61895
17912;459681;61881
17913;460327;60772
17914;460310;60759
17915;465484;56149
17917;431572;101442
17918;431575;101414
17919;431552;101336
17922;431446;100652
17923;431415;100437
17924;431386;100422
17925;431365;100409
17926;431195;100306
17928;431040;100085
17929;431018;100031
17930;431708;97577
17931;434264;99260
17932;435640;97909
17933;433411;96651
17934;430746;102439
17935;431686;101935
17936;431383;101783
17937;431512;101776
17938;473691;90406
17939;474128;90287
17940;536733;94076
17941;468178;63978
17942;504686;40403
17943;462571;88647
17944;445334;90849
17945;446013;91665
17946;446029;91592
17947;446007;91553
17948;445916;91462
17949;445792;91223
17950;445745;91049
17951;445996;91625
17952;445929;91624
17953;445925;91601
17954;445967;91656
17955;445940;91605
17956;445342;91019
17957;445973;91738
17958;445353;91445
17959;460850;121371
17960;541944;137571
17962;504767;40817
17963;439216;120038
17964;462162;69447
17965;457182;63270
17966;458777;62365
17967;459700;61835
17968;459403;60457
17969;462009;58421
17970;474726;51005
17971;491884;51989
17972;473924;104870
17973;472856;104946
17974;472601;105490
17975;472654;105506
17976;470862;104968
17977;470374;104947
17978;470451;104923
17979;471042;104894
17980;471122;104908
17981;475983;107638
17982;477131;106904
17983;471325;98503
17984;470843;96452
17985;472900;95131
17986;471565;98491
17987;472018;98882
17988;471716;98645
17989;476134;68837
17990;475886;68285
17991;469436;92797
17992;471570;92401
17993;477332;93164
17994;474320;86725
17995;487909;58481
17996;489404;55061
17997;489373;55091
17998;489322;55136
17999;489300;55153
18000;566863;142169
18001;489253;55197
18002;489217;55259
18003;489073;55465
18004;489287;55217
18005;489364;55128
18006;489391;55149
18007;489396;55098
18008;489574;54601
18009;489589;54665
18010;489506;54675
18011;489610;54721
18012;489468;54768
18013;489550;54921
18014;490391;55383
18015;489625;55979
18016;489323;55564
18017;497388;67394
18018;489321;55188
18019;489501;54913
18020;492629;49778
18021;491904;51969
18022;502813;50958
18023;484753;47898
18024;489907;44871
18025;445867;91370
18026;502394;41086
18027;550744;158000
18028;480441;90569
18029;552019;154808
18030;551810;156236
18031;588861;141122
18032;446081;91544
18033;446323;92090
18034;550795;158026
18035;549308;155299
18036;549851;156088
18037;599361;187694
18038;598426;183080
18039;576286;160952
18040;513019;161427
18041;512969;162824
18042;512847;162808
18043;598964;187553
18044;512843;162876
18045;512876;162867
18046;512923;162895
18047;569350;167063
18048;567106;170354
18049;565795;170713
18050;567034;170409
18051;574964;171243
18052;575700;170389
18053;575464;170726
18054;574827;170417
18055;576696;168246
18056;575207;167712
18057;576136;165511
18058;575554;161460
18059;575931;168708
18060;574036;166849
18061;567310;142012
18062;461975;138959
18063;461923;138968
18064;567301;142019
18065;567294;142033
18066;566947;142089
18067;567226;142083
18068;567308;141964
18069;567305;141977
18070;567302;141987
18071;567980;142932
18072;567004;142150
18073;566991;142150
18074;566975;142150
18075;567665;142525
18076;511328;167757
18077;512736;165193
18078;583502;170503
18079;511319;89003
18080;514887;77368
18081;516055;108836
18082;402157;105804
18083;397757;119263
18084;402488;116701
18085;412912;108810
18086;413539;108654
18087;413243;108272
18088;412722;108029
18089;413706;108413
18090;409466;115558
18091;414470;118856
18092;404161;114771
18093;403365;116309
18094;403840;116412
18095;407168;114452
18096;410163;109520
18097;409342;109015
18098;412532;105599
18099;409039;113498
18100;403851;109518
18101;407189;107723
18102;410528;106362
18103;410157;106532
18104;397286;102083
18105;399171;103972
18106;401126;100452
18107;400776;102427
18108;434003;140710
18109;433588;140896
18110;435973;139199
18111;436312;138734
18112;435604;139393
18113;487619;79836
18114;406035;114599
18115;487293;79754
18116;488626;89190
18117;487559;89700
18118;480104;92214
18119;480428;91588
18120;489557;79689
18121;488623;79601
18122;490770;93543
18123;483907;88439
18124;486160;91617
18125;485547;91951
18126;492216;92913
18127;483347;95638
18128;483679;81986
18129;483470;82430
18130;481136;93758
18131;488543;83879
18132;488397;84354
18133;485545;80752
18134;484809;86223
18135;483458;82091
18136;481952;91466
18137;490921;93483
18138;485287;90011
18139;485357;90351
18140;484828;90099
18141;578906;136714
18142;486579;76726
18143;486705;76896
18144;484612;84616
18145;484784;84403
18146;485344;84335
18147;484869;91963
18148;485392;92689
18149;484967;87656
18150;484987;87360
18151;524086;82835
18152;524015;87041
18153;521485;86437
18154;525008;87248
18155;524986;87254
18156;525259;87581
18157;524686;42040
18158;520073;87944
18159;445319;114795
18160;445009;114785
18161;443613;116618
18162;449415;113606
18163;443611;112880
18164;442763;110924
18165;446424;114435
18166;444496;117082
18167;434817;107283
18168;443404;116598
18169;588208;188708
18170;513339;72417
18171;514670;77199
18172;506334;70894
18173;512905;68928
18174;506316;70751
18175;506181;71186
18176;507405;71294
18177;516521;73818
18178;520837;68093
18179;494516;76516
18180;553866;92392
18181;491500;86777
18182;510346;82891
18183;504803;92947
18184;504865;67870
18185;502688;70223
18186;507669;64606
18187;504797;64288
18188;506847;61570
18189;505123;64744
18190;525251;86988
18191;522223;88924
18192;504649;64568
18193;516481;78425
18194;509789;81613
18195;522957;84810
18196;522946;84726
18197;522877;84752
18198;522844;84856
18199;523020;84832
18200;523084;84798
18201;510757;66174
18202;506847;79470
18203;508791;81345
18204;513631;78031
18205;513581;78157
18206;514060;78452
18207;513972;78549
18208;511291;80098
18209;516004;65557
18210;510780;63993
18211;509198;75439
18212;522987;84770
18213;519362;80973
18214;515286;77504
18215;514474;77627
18216;514986;76792
18217;515016;76960
18218;515046;76960
18219;514419;77640
18220;515036;77400
18221;514091;78213
18222;514083;78413
18223;511443;80508
18224;512231;78601
18225;515747;77481
18226;509399;61746
18227;503875;69177
18228;517538;76672
18229;507231;92633
18230;515320;47286
18231;567233;142093
18232;590920;185410
18233;594733;186909
18235;530349;162790
18236;533496;165297
18237;599023;186682
18238;601556;187378
18239;601443;188001
18240;601114;188343
18241;600848;188650
18242;600674;186472
18243;592610;186583
18244;544208;170754
18245;592590;186529
18246;597553;190863
18247;592096;191913
18248;570978;147101
18250;532214;161132
18251;591735;187843
18252;568288;143065
18253;571136;147241
18254;523550;165835
18255;525093;166138
18256;525267;164345
18257;524671;161447
18258;517561;161573
18259;548906;145843
18260;549142;145662
18261;522476;160536
18262;522995;160652
18263;517185;163490
18264;517386;163437
18265;517570;163396
18266;517594;163400
18267;517420;163434
18268;517443;163429
18269;398541;107064
18270;517599;163520
18271;524267;163551
18272;520890;154651
18273;529685;163752
18274;530748;167131
18275;529656;165919
18276;529157;165897
18277;598371;157252
18278;572483;156909
18279;515857;157154
18280;515081;158659
18281;516225;157464
18282;515495;157460
18283;513216;167135
18284;520686;163400
18285;516650;164961
18286;518563;163770
18287;578613;156416
18288;583530;168319
18289;517736;161104
18290;533484;161814
18291;532902;160179
18292;529175;165196
18293;529559;165053
18294;514144;167120
18295;514299;164990
18296;518912;157380
18297;523421;164622
18298;518071;161249
18299;517987;161282
18300;517744;161267
18301;517878;161247
18302;517922;161249
18303;576190;170814
18304;550431;163653
18305;544821;167451
18306;545201;167171
18307;545341;167663
18308;598934;187512
18309;543046;169547
18310;561521;126041
18311;519840;40042
18312;554885;132900
18313;567992;142942
18314;568005;142953
18315;568028;142966
18316;568050;142981
18317;568075;143193
18318;568592;143213
18319;567393;142060
18320;567357;142069
18321;567184;142147
18322;567158;142143
18323;567124;142144
18324;566998;142119
18325;567028;142124
18326;567078;142115
18327;566925;142172
18328;567314;141911
18329;567276;142040
18330;567274;142067
18331;567138;141949
18332;567146;141932
18333;567163;141924
18334;589876;168835
18335;570814;143436
18336;564792;144160
18337;560709;126602
18338;513438;145976
18339;514344;142153
18340;518587;140976
18341;514561;145104
18342;512509;140527
18343;512448;141507
18344;512778;141183
18345;515345;144232
18346;512757;145066
18347;557201;166763
18348;542511;169805
18349;546978;169639
18350;547033;169796
18351;547052;170077
18352;547241;169513
18353;546340;168957
18354;545441;168156
18355;545040;168039
18356;544132;167466
18357;545681;170172
18358;547099;170490
18359;542702;167019
18360;547340;170839
18361;547176;170939
18362;546191;170927
18363;542315;167180
18364;543773;166981
18365;545830;168309
18366;544752;166089
18367;548055;164297
18368;544641;168783
18369;550175;164162
18370;543885;167073
18371;592995;186503
18372;594568;186932
18373;598643;182462
18374;560362;153150
18375;564492;172424
18376;574554;163431
18377;572055;167339
18378;570504;162646
18379;587561;170128
18380;585835;170428
18381;586302;170143
18382;586061;170291
18383;585985;170346
18384;585882;170358
18385;587503;171420
18386;587519;170279
18387;585805;170415
18388;586930;170096
18389;587290;166483
18390;586139;166010
18391;522974;84778
18392;504802;92950
18393;507592;92577
18394;507355;92417
18395;507342;92459
18396;507400;92590
18397;507373;92636
18398;507459;92471
18399;507469;92505
18400;517025;60741
18401;505004;52729
18402;553548;88032
18403;549960;94503
18405;567807;145635
18406;555362;100539
18407;554890;100906
18408;555278;100336
18409;554943;100782
18410;554386;93071
18411;550564;95676
18412;544473;81729
18413;553093;78539
18414;552094;79051
18415;546723;89551
18416;554829;86755
18417;540597;79400
18418;540336;79590
18419;546596;93028
18420;453734;130229
18421;429954;145854
18422;427674;144102
18423;428445;143901
18424;426826;144354
18425;525311;81162
18426;459958;99942
18427;467376;77733
18428;467548;77741
18430;468379;78743
18431;470079;81634
18432;465777;78753
18433;469191;81732
18434;470424;81366
18435;465096;79709
18436;467291;77660
18437;468507;76506
18438;469616;78565
18439;469446;76332
18440;471127;78777
18441;471664;77716
18442;471897;78020
18443;466025;75168
18444;465918;73229
18445;465098;75246
18446;469172;75759
18447;469656;73717
18448;469964;74747
18449;469718;73894
18450;469631;78609
18451;469165;77277
18452;470188;82555
18453;469041;80937
18454;465830;78519
18455;472547;77397
18456;473314;75735
18457;473336;75720
18458;473287;99275
18459;465409;89896
18460;467454;77628
18461;472391;74097
18462;467373;86194
18463;467625;78089
18464;466018;79651
18465;468679;77181
18466;472407;74351
18467;472402;74104
18468;473338;75688
18469;427579;143643
18470;428708;143475
18471;427820;143605
18472;426828;144114
18473;428588;143105
18474;426828;144119
18475;428901;143588
18476;426913;144582
18477;428274;143666
18478;428490;143701
18479;428668;143573
18480;470966;58125
18481;463974;128046
18482;416178;146054
18483;419166;129678
18484;418378;122451
18485;419420;122057
18486;417263;121962
18487;415023;122004
18488;412131;122546
18489;434718;138644
18490;437369;108781
18491;435447;100966
18492;518355;80520
18493;517875;79748
18494;426568;111955
18495;428125;112887
18496;427675;112202
18497;427873;111472
18498;427626;112638
18499;428032;112746
18500;426684;114138
18501;427637;112715
18502;427897;111517
18503;426141;110615
18504;487334;129012
18505;485128;130230
18506;484825;129971
18507;586853;159383
18508;485446;128066
18509;485872;128006
18511;485976;128240
18512;486330;128356
18513;486167;128272
18514;485046;129192
18515;482089;127993
18516;484364;128927
18517;480693;125058
18518;478606;125439
18519;524707;95803
18520;524694;95854
18521;524691;95803
18522;524674;95849
18523;524672;95789
18524;524659;95785
18525;524645;95786
18526;524630;95837
18527;524634;95778
18528;524620;95833
18529;524610;95781
18530;524609;95828
18531;524594;95815
18532;524593;95797
18533;524834;95798
18534;524870;95830
18535;524862;95854
18536;524715;95854
18537;524727;95848
18538;524732;95793
18539;524743;95857
18540;524762;95856
18542;524771;95858
18543;524946;95825
18544;524792;95863
18545;524814;95824
18546;524821;95859
18547;524837;95859
18548;524856;95830
18549;524846;95849
18550;524340;95757
18551;524446;95791
18552;524526;95801
18553;524903;95865
18554;524881;95863
18555;524816;95880
18556;473788;90757
18557;415349;127879
18558;439111;135368
18559;509257;134968
18560;509203;135079
18561;509118;135076
18562;516082;108360
18563;515971;108366
18564;516077;108264
18565;516107;108281
18566;527941;94273
18567;519508;100111
18569;521038;99679
18570;521013;99637
18571;536610;94107
18572;536598;94105
18573;536324;94453
18574;459230;115279
18575;538005;91463
18576;533675;95064
18577;537568;91034
18578;460683;101043
18579;487954;80641
18580;488319;89241
18581;487530;79471
18582;481484;87385
18583;552262;98097
18584;489465;85019
18585;491392;91983
18586;445893;97834
18587;445824;97936
18588;445768;98147
18589;445860;98019
18590;445372;97764
18591;442931;98916
18592;442285;98690
18593;443763;97500
18594;444036;97474
18595;447412;97994
18596;442743;96308
18597;442570;96257
18598;486103;76402
18599;481203;62755
18600;440593;86271
18601;433741;87583
18602;433987;87735
18603;515808;47092
18604;452287;71389
18605;453312;70676
18606;448470;73065
18607;446110;74872
18608;447990;74199
18609;444538;76425
18610;440519;86160
18611;440239;86201
18612;439864;85727
18613;440571;85231
18614;440556;85905
18615;438312;85096
18616;438259;85106
18617;440576;86182
18618;440517;86089
18619;440519;86055
18620;440662;86360
18621;438513;85152
18622;438506;85127
18623;440497;86338
18624;438529;85377
18625;440477;86314
18626;438488;85289
18627;440249;86210
18628;440164;86266
18629;440541;86393
18630;440586;86323
18631;440698;86180
18632;438110;85294
18633;440699;86228
18634;439952;86036
18635;440083;85931
18636;440787;84964
18637;441069;86231
18638;461964;100451
18639;461951;100723
18640;462055;100740
18641;462328;101885
18642;462104;100866
18643;461906;100732
18644;461758;101234
18645;463099;101369
18646;461877;100966
18647;461925;100730
18648;463141;101107
18649;463140;101134
18650;462092;100835
18651;462514;101314
18652;461930;100904
18653;461941;100941
18654;463020;101296
18655;463117;101105
18656;462506;101280
18657;462208;101309
18658;461995;101110
18659;461991;101092
18660;462102;100910
18661;462087;100820
18662;462086;100893
18663;462080;100878
18664;462069;100850
18665;462066;100827
18666;462354;101587
18667;462107;101315
18668;462602;101378
18669;463018;101267
18670;462873;101419
18671;462864;101384
18672;462077;101326
18673;462707;101114
18674;462502;101243
18675;462654;101140
18676;461861;100466
18677;462456;101418
18678;462473;101100
18679;462547;101305
18680;462855;101344
18681;462584;101154
18682;461611;100841
18683;462034;100830
18684;461687;101071
18685;461939;100460
18686;588808;145065
18687;461510;100637
18688;461288;100610
18689;475499;97389
18690;475412;97384
18691;476124;98839
18692;475353;97346
18693;473914;95411
18694;459290;99918
18695;457711;99924
18696;467208;89815
18697;467268;89919
18698;462397;99533
18699;461771;99297
18700;461941;99734
18702;462895;98856
18703;467309;99327
18704;468104;99356
18705;469329;99114
18706;469629;99662
18707;470119;99984
18708;474122;98951
18709;461890;105820
18710;465162;104114
18711;467825;105244
18712;459895;101428
18713;469797;100864
18714;474687;100031
18715;458472;99203
18716;459273;99930
18717;476735;100073
18718;478452;98749
18719;478465;101612
18720;478427;98444
18721;480152;96345
18722;461044;109380
18723;461044;109333
18724;460940;109521
18725;460969;109402
18726;459950;109173
18727;459871;109058
18728;462531;110307
18729;462236;110211
18730;461813;109157
18731;456880;108734
18732;543426;103113
18733;460153;100028
18734;462262;99872
18735;460857;100527
18736;461849;100311
18737;457662;100902
18738;460766;100928
18739;461390;100034
18740;461450;100214
18741;461434;100236
18742;461579;100259
18743;460090;99996
18744;460944;100878
18745;461257;100070
18746;461202;100864
18747;461070;100180
18748;460392;101058
18749;460127;101056
18750;460913;99890
18751;461243;100017
18752;462111;99799
18753;461780;100217
18754;461977;100293
18755;456820;107367
18757;458724;107138
18758;459088;108628
18759;457908;108397
18760;458312;108283
18761;458798;108324
18762;457904;106494
18763;458834;106230
18764;458992;106059
18765;459066;106001
18766;458790;108417
18767;458647;108391
18768;458751;107546
18769;457248;104518
18770;457756;104385
18772;457708;104361
18773;458847;104948
18774;459420;105632
18775;459388;105625
18776;461332;102409
18777;461300;102407
18778;460309;102813
18780;469708;76058
18781;480156;96367
18782;473833;95374
18783;462155;99476
18784;461859;99858
18785;465430;97272
18786;459996;109018
18787;460963;109389
18788;461745;109211
18789;461939;108889
18790;463166;100346
18791;476714;100018
18792;478442;98710
18793;472559;95709
18794;472507;94623
18795;446804;117386
18796;479557;101000
18797;469553;97687
18798;458896;109623
18799;459996;109134
18800;460338;110928
18801;461099;109195
18802;456775;108424
18803;457861;108569
18804;461160;108773
18805;461984;108879
18806;465971;103354
18807;470138;99966
18808;478289;99036
18809;479699;96884
18810;460121;99981
18811;472600;99070
18812;468352;101103
18813;463046;100289
18814;463932;100605
18815;466654;100679
18816;477720;100680
18817;469839;97333
18818;463683;106445
18819;464925;106854
18820;464242;106674
18821;461666;105755
18822;462113;105800
18823;469921;101557
18824;464028;102001
18825;450523;123136
18826;483461;58346
18827;462900;99646
18828;461138;101287
18829;462415;100826
18830;462155;100505
18831;462154;100511
18832;462175;100517
18833;462153;100518
18834;462151;100524
18835;462172;100547
18836;462146;100533
18837;462173;100557
18838;462168;100586
18839;462182;100486
18840;462143;100558
18841;462150;100499
18842;462162;100453
18843;462156;100464
18844;462189;100475
18845;462152;100491
18846;462197;100462
18847;462152;100485
18848;462153;100479
18849;462154;100471
18850;462406;100827
18851;462390;100826
18852;462389;100791
18853;462214;100818
18854;462178;100817
18855;462185;100615
18856;462177;100607
18857;462156;100700
18858;462206;100700
18859;462140;100628
18860;462201;100691
18861;462198;100682
18862;462160;100717
18863;462156;100732
18864;462172;100598
18865;462023;100425
18866;462142;100703
18867;462150;100715
18868;462143;100717
18869;461978;100591
18870;461977;100577
18871;461895;100553
18872;462423;100801
18873;462418;100795
18874;462405;100775
18875;461997;100390
18876;461974;100358
18877;461986;100357
18878;462016;100386
18879;462021;100350
18880;462159;100326
18881;462173;100330
18882;462162;100338
18883;462170;100349
18884;462163;100362
18885;462164;100373
18886;462051;100595
18887;462049;100614
18888;462041;100594
18889;462067;100652
18890;462070;100637
18891;462073;100620
18892;462057;100617
18893;462059;100597
18894;462189;100198
18895;462169;100188
18896;462203;100188
18897;462174;100178
18898;462211;100178
18899;462180;100166
18900;462207;100111
18901;462214;100103
18902;462300;100312
18903;462299;100301
18904;462290;100300
18905;462169;100205
18906;462287;100293
18907;462260;100268
18908;462257;100260
18909;462249;100251
18910;462241;100245
18911;462236;100240
18912;462230;100232
18913;462222;100225
18914;462217;100219
18915;462212;100214
18916;462206;100209
18917;462197;100203
18918;462212;100529
18919;462216;100521
18920;462221;100511
18921;462226;100501
18922;462232;100481
18923;462254;100492
18924;462292;100460
18925;462282;100465
18926;462249;100501
18927;475408;97326
18928;478424;98580
18929;462035;100616
18930;461999;100584
18931;462029;100596
18932;461999;100571
18933;462025;100583
18934;552735;172403
18935;461988;100390
18936;462174;100137
18937;462177;100125
18938;462187;100095
18939;462373;100363
18940;462340;100369
18941;462385;100371
18942;462358;100372
18943;462377;100405
18944;462364;100391
18945;462323;100426
18946;462295;100428
18947;462290;100443
18948;462398;100383
18949;462434;100346
18950;462419;100388
18951;462269;100284
18952;461978;100526
18953;462173;100222
18954;462224;100821
18955;462215;100428
18956;462222;100423
18957;462236;100376
18958;462227;100417
18959;462247;100379
18960;462240;100424
18961;462256;100377
18962;462273;100369
18963;462279;100364
18964;462287;100361
18965;546252;99642
18966;462290;100389
18967;462318;100331
18968;462303;100379
18969;462326;100321
18970;462317;100370
18971;462339;100301
18972;462364;100327
18973;462350;100295
18974;462369;100311
18975;462355;100281
18976;462380;100306
18977;462362;100276
18978;462384;100293
18979;462369;100272
18980;462393;100283
18981;462376;100269
18982;462403;100271
18983;462383;100265
18984;462412;100264
18985;462390;100259
18986;462398;100253
18987;462409;100238
18988;462303;100457
18989;462194;100405
18990;488379;119251
18991;497229;140892
18992;496378;143162
18993;496500;139999
18994;531600;117789
18995;501792;139955
18996;501684;142259
18997;500725;138403
18998;499641;139796
18999;502424;139391
19000;503166;141814
19001;446909;114668
19002;523260;85265
19003;518173;87817
19005;524960;87280
19006;522397;88643
19007;522301;88797
19008;526152;87897
19009;526106;88062
19010;524505;83608
19011;526587;86856
19012;524057;82821
19013;524204;82855
19014;524106;82613
19015;525640;81141
19016;524294;81225
19017;526003;81267
19018;521537;86457
19019;520733;85218
19020;409056;111500
19021;415594;59469
19022;414056;61624
19023;411510;59057
19024;412660;83016
19025;419736;84787
19026;418977;86130
19027;417815;86544
19028;417952;87179
19029;418755;85590
19030;415788;88771
19031;417387;87173
19032;416166;87027
19033;415361;88026
19034;413056;90321
19035;413416;89575
19036;414155;89509
19037;412773;89798
19038;413531;90123
19040;410590;82757
19041;410772;82657
19042;412745;84503
19043;415889;79240
19044;415682;79585
19045;556211;123122
19046;558646;119738
19047;477114;141632
19048;477093;141662
19049;560384;119274
19050;464454;111560
19051;414242;81182
19052;413496;84764
19053;555053;121850
19054;523280;85261
19055;476582;139396
19056;476950;138847
19057;472869;141646
19058;472009;139054
19059;470968;141346
19060;469449;74062
