"Esd";"GKY_S";"GKX_S"
6539;567115;142021
6540;567112;142015
6541;567100;141996
6542;567218;141877
6543;567101;141956
6544;567128;141970
6545;567210;142078
6546;567229;142065
6547;567210;142063
6548;567210;142040
6549;567233;141991
6550;567210;142027
6551;567230;141978
6552;567209;142004
6553;567209;141989
6554;567224;141938
6555;567209;141981
6556;567378;142039
6557;567376;142019
6558;567355;142047
6559;567352;142034
6560;567375;141983
6561;567344;142009
6562;567398;142156
6563;567416;142147
6564;567406;142175
6565;567426;142157
6566;567440;142178
6567;567329;142108
6568;567350;142124
6569;567306;142110
6570;567331;142127
6571;567292;142114
6572;567275;142107
6573;567061;142016
6574;567048;142025
6575;567029;142036
6576;566956;142081
6577;567659;142025
6578;567956;141838
6579;567315;142208
6580;567509;142343
6581;567708;142624
6582;567735;142598
6583;568083;143002
6584;567213;142116
6585;567221;142150
6586;567203;142120
6587;567196;142121
6588;567181;142120
6589;567167;142121
6590;567143;142143
6591;567155;142116
6592;567135;142144
6593;567145;142117
6594;567130;142118
6595;567112;142146
6596;567116;142114
6597;567089;142144
6598;567105;142113
6599;567069;142146
6600;567093;142115
6601;567057;142148
6602;567040;142150
6603;567066;142116
6604;567026;142149
6605;567015;142151
6606;567260;142119
6607;567247;142123
6608;567233;142120
6609;567235;142152
6610;567231;142172
6611;567259;142167
6612;567260;142177
6613;567273;142185
6614;497189;92068
6615;567387;142311
6616;567420;142308
6617;567435;142236
6618;567405;142089
6619;567354;142096
6620;567368;142140
6621;567387;142136
6622;567340;141952
6623;567338;141972
6624;567339;141989
6625;567577;142162
6626;567403;142127
6627;567427;142094
6628;567440;142089
6629;567459;142084
6630;567510;142097
6631;567560;142084
6632;567578;142070
6633;567174;141977
6634;567160;141964
6635;567183;141958
6636;567202;141951
6637;567265;141906
6638;566871;141750
6639;566890;141770
6640;489542;118863
6641;547206;150645
6642;573591;138761
6643;573664;152487
6644;573757;146373
6645;558485;133423
6646;558862;134305
6647;567574;150131
6648;574457;146917
6649;567424;145745
6650;572194;145576
6651;567855;133305
6652;569762;136499
6653;572040;153911
6654;570989;139824
6655;527077;134041
6656;578234;148377
6657;577414;133661
6658;570395;150222
6659;577523;137241
6660;569814;146151
6661;568268;143266
6662;568543;143507
6663;568651;144269
6664;575080;140362
6665;566901;142162
6666;567490;142098
6667;567304;142265
6668;562795;135741
6669;570366;141458
6670;558535;133818
6671;567504;150656
6672;567564;150189
6673;564752;134180
6674;575624;171462
6675;573962;170750
6676;565876;170372
6677;573619;170936
6678;570925;166739
6679;564501;172248
6680;570369;169289
6681;575999;171207
6682;568391;172876
6683;574434;170966
6684;568390;172888
6685;575201;171218
6686;576146;170695
6687;569308;172900
6688;569567;172979
6689;569972;173053
6690;578789;158969
6691;575986;171235
6692;575954;171277
6693;575950;171308
6694;575896;171413
6695;575880;171434
6696;575869;171454
6697;575856;171469
6698;575983;171340
6699;576006;171370
6700;575963;171373
6701;575930;171422
6702;575914;171448
6703;575973;171417
6704;575898;171464
6705;575968;171431
6706;576100;171352
6707;576015;171096
6708;576041;171031
6709;576115;170854
6710;576219;170773
6711;576237;170689
6712;576506;171135
6713;575954;171064
6714;575974;171046
6715;569044;172948
6716;568750;172843
6717;568468;172810
6718;576475;168782
6719;575961;167848
6720;576205;170754
6721;563045;173951
6722;562865;173856
6723;575247;171304
6724;561494;174109
6725;566908;172674
6726;565880;172542
6727;575652;168566
6728;574838;168142
6729;550515;148482
6730;574908;170008
6731;574186;169821
6732;570192;168179
6733;573929;169934
6734;574491;168953
6735;577474;156789
6736;576162;168076
6737;566882;172663
6738;576926;169355
6739;575744;169526
6740;550950;148169
6741;575970;171191
6742;576058;170677
6743;573204;167613
6744;576519;171270
6745;576265;169392
6746;576267;170837
6747;601434;171858
6748;601502;172499
6749;585267;174204
6750;587244;170425
6751;599409;190869
6752;600043;167940
6753;591176;191296
6754;576250;180750
6755;596626;169321
6756;596348;181344
6757;585598;168944
6758;594220;168811
6759;602125;174670
6760;577055;186296
6761;589749;173248
6762;583648;173694
6763;593666;168187
6764;590533;174073
6765;599241;185353
6766;597292;173312
6767;579561;179635
6768;596947;173218
6769;600117;176395
6770;583929;173653
6771;593854;182595
6772;593160;188850
6773;415099;99135
6774;589122;169379
6775;599816;173035
6776;600783;172208
6777;602078;186589
6778;585942;168364
6779;591598;191491
6780;595447;169867
6781;589351;175513
6782;583031;174862
6783;600443;181449
6784;596802;175647
6785;590146;188425
6786;594946;178410
6787;598724;177634
6788;582700;182701
6789;589901;168885
6790;594841;163314
6791;591787;167681
6792;594929;163418
6793;595083;163323
6794;578343;175388
6795;589017;168708
6796;589449;169521
6797;589714;168884
6798;589653;168899
6799;589602;169550
6800;589625;168836
6801;589547;168546
6802;589518;169400
6803;589518;169385
6804;589589;169058
6805;589593;169038
6806;589599;169135
6807;589609;169110
6808;589618;169083
6809;589625;169066
6810;589517;169209
6811;589404;169402
6812;589695;169023
6813;589662;169013
6814;589701;168776
6815;589695;168737
6816;589537;169264
6817;589285;169241
6818;588981;169095
6819;588814;169249
6820;555500;150251
6821;431962;136446
6822;550993;148405
6823;556711;149265
6824;550572;148938
6825;554344;148772
6826;582691;182713
6827;577098;176578
6828;582460;170945
6829;584085;168446
6830;578746;183685
6831;580344;174116
6832;595087;163446
6833;556963;145580
6834;598561;190850
6835;584796;188169
6836;601175;188340
6837;600780;188745
6838;599887;169447
6839;599971;169729
6840;599814;169083
6841;599952;169694
6842;599726;169638
6843;599655;169569
6844;598716;182618
6845;597050;183408
6846;590628;178325
6847;599522;182866
6848;576846;187050
6849;597011;179647
6850;602569;176393
6851;594947;163439
6852;602036;172236
6853;578289;175373
6854;594609;179384
6855;591163;172058
6856;603399;172394
6857;589350;169358
6858;589276;169443
6859;589739;168888
6860;512251;68977
6861;583295;170434
6862;580665;170396
6863;581660;173954
6864;588442;177195
6865;588961;177108
6866;580076;181707
6867;578448;186514
6868;578644;187336
6869;580653;174827
6870;581546;182811
6871;582110;186756
6872;590254;190199
6873;531258;137475
6874;540575;146820
6875;546657;144539
6876;542628;136739
6877;535034;136793
6878;535736;137744
6879;548247;137694
6880;547113;136326
6881;547697;136934
6882;539065;138296
6883;540619;142655
6884;533495;139483
6885;536576;140179
6886;551033;139862
6887;539747;134002
6888;534960;141160
6889;547743;134962
6890;538296;142129
6891;545102;138368
6892;546218;138946
6893;550365;138230
6894;536529;137814
6895;541436;144913
6896;540281;140879
6897;538858;141735
6898;547143;139866
6899;541781;144713
6900;544709;140924
6901;531247;140113
6902;546908;138179
6903;546755;139191
6904;547378;139404
6905;548624;140242
6906;548485;140663
6907;541749;138501
6908;541130;142450
6909;543168;134015
6910;535539;140823
6911;545238;144711
6912;534546;138264
6913;549895;140051
6914;548761;141607
6915;553103;127649
6916;547359;142582
6917;551732;130609
6918;551434;139007
6919;537829;136594
6920;544513;138847
6921;544563;138871
6922;544626;138802
6923;544356;138828
6924;544340;138838
6925;544322;138849
6926;544308;138855
6927;544284;138869
6928;544257;138892
6929;544293;138894
6930;544280;138904
6931;544228;138918
6932;544687;139203
6933;544645;139169
6934;544567;139143
6935;544609;139143
6936;544598;139136
6937;544582;139123
6938;544357;138642
6939;544427;138699
6940;544400;138656
6941;544355;138584
6942;544529;139070
6943;544533;139129
6944;544520;139119
6945;544504;139102
6946;544515;139033
6947;544484;138997
6948;544498;138963
6949;544479;138982
6950;544492;138947
6951;544462;138962
6952;544478;138916
6953;544454;138945
6954;544475;138897
6955;544417;138938
6956;544471;138880
6957;544432;138907
6958;544470;138868
6959;544451;138866
6960;544421;138888
6961;544439;138841
6962;544387;138843
6963;544388;138810
6964;544165;138891
6965;544471;139061
6966;544212;138853
6967;544940;130065
6968;544956;130108
6969;547681;128606
6970;547364;142636
6971;547350;142662
6972;547258;142635
6973;545069;129088
6974;545098;129022
6975;545173;128994
6976;545296;128925
6977;544413;138769
6978;534088;141590
6979;535783;138481
6980;534970;138244
6981;554443;131460
6982;541337;146763
6983;535348;140897
6984;547075;143634
6985;543301;141124
6986;542978;140671
6987;543887;141472
6988;544170;127230
6989;533959;136964
6990;537411;140583
6991;534841;136256
6992;534615;138421
6993;534577;138091
6994;545213;139372
6995;544552;139127
6996;549843;141426
6997;549333;141235
6998;549577;141069
6999;549535;141095
7000;547571;129096
7001;547630;128674
7002;540412;145457
7003;541180;144987
7004;552320;131246
7005;539492;141244
7006;539206;142752
7007;540140;138134
7008;541633;142681
7009;547495;142786
7010;547028;142424
7011;538199;134859
7012;506092;149526
7013;542467;143303
7014;542371;144658
7015;545741;142720
7016;543843;141477
7017;543833;141147
7018;543842;141091
7019;537789;140679
7020;547186;142963
7021;547162;142967
7022;546719;143588
7023;534589;138416
7024;534588;138072
7025;534555;138071
7026;534664;138138
7027;534625;138842
7028;534607;138828
7029;534604;138109
7030;534627;138296
7031;539658;143820
7032;545828;141288
7033;545442;141844
7034;545393;141363
7035;544445;141584
7036;544461;141606
7037;544411;139058
7038;549574;141130
7039;549503;141235
7040;549462;141009
7041;549554;141311
7042;549339;141189
7043;549425;141227
7044;549249;141350
7045;543666;142285
7046;551206;131038
7047;551148;130669
7048;539543;143122
7049;540271;138039
7050;547479;142745
7051;545545;129209
7052;532952;141673
7053;534328;141161
7054;551424;127155
7055;536945;142074
7056;528942;145795
7057;535074;143398
7058;544297;133793
7059;534744;139422
7060;546005;133866
7061;556649;145744
7062;533303;135991
7063;526876;146991
7064;535844;145995
7065;546877;141886
7066;552624;148296
7067;552672;133642
7068;542912;131698
7069;552204;130719
7070;548381;143322
7071;535704;138422
7072;545040;139456
7073;539101;135870
7074;544367;138608
7075;575036;140660
7076;549228;141364
7077;538946;141389
7078;545275;128947
7079;540718;139984
7080;544508;139055
7081;544844;138652
7082;559387;163854
7083;561912;170124
7084;561311;165251
7085;587068;147182
7086;552002;148027
7087;568348;168153
7088;560458;162862
7089;562640;169317
7090;565008;168162
7091;567469;159107
7092;567544;159504
7093;567522;159496
7094;567532;159526
7095;567519;159574
7096;567491;159593
7097;567529;159593
7098;567524;159613
7099;567525;159629
7100;567505;159659
7101;567531;159684
7102;567565;159833
7103;563956;159439
7104;563930;159450
7105;563864;159340
7106;564049;159322
7107;564087;159242
7108;564134;159212
7109;563973;159462
7110;564006;159482
7111;564026;159490
7112;564043;159427
7113;564050;159405
7114;564061;159372
7115;564036;159353
7116;564002;159397
7117;567256;159553
7118;559533;163079
7119;565119;166170
7120;562426;172374
7121;564196;152354
7122;553587;145804
7123;561983;170332
7124;563972;169059
7125;559676;160948
7126;565856;154169
7127;564003;159442
7128;563021;168827
7129;553734;145150
7130;546390;84378
7131;546432;84583
7132;546325;84586
7133;546382;84392
7134;546373;84419
7135;546422;84304
7136;546359;84483
7137;546370;84226
7138;546328;84482
7139;546411;84319
7140;546343;84606
7141;546406;84282
7142;546293;84648
7143;546390;84262
7144;546375;84686
7145;546353;84196
7146;546349;84177
7147;546362;83976
7148;546340;84426
7150;546304;84567
7151;546304;83902
7152;546295;84868
7153;546399;84388
7154;546332;84451
7155;546332;84620
7156;553408;149485
7157;388806;136542
7158;394782;40608
7159;515999;41548
7160;515830;41657
7161;515683;40979
7162;394955;129524
7163;515879;41560
7164;515929;41516
7165;401748;114563
7166;547524;94383
7167;388571;42691
7168;412911;71339
7169;388626;43687
7170;388524;43581
7171;388369;43813
7172;388327;43784
7173;388476;43654
7174;388437;43608
7175;388552;43556
7176;388458;43758
7177;388147;43885
7178;388365;43756
7179;388309;43887
7180;388427;43747
7181;388400;43660
7182;388508;43678
7183;388583;43670
7184;388620;43417
7185;388533;43752
7186;388537;43570
7187;388600;43648
7188;388574;43793
7189;388411;43730
7190;388798;43566
7191;388210;43850
7192;388676;43780
7193;388525;43769
7194;388636;43620
7195;388615;43466
7196;388546;43650
7197;390633;41518
7198;398214;39101
7199;389341;42231
7200;391608;40301
7201;391101;44026
7202;408729;85246
7203;395231;36805
7204;396776;34489
7205;394982;37935
7206;396318;35251
7207;389552;42074
7208;389758;42001
7209;390167;42224
7210;422913;48875
7211;426304;55179
7213;393222;73999
7214;410950;75902
7215;398425;38074
7216;390197;42025
7217;390610;41448
7218;393108;37853
7219;391981;43313
7220;397077;45006
7221;395718;44294
7222;395609;44779
7223;395922;44325
7224;395534;44779
7225;395580;44582
7226;395628;44680
7227;395625;44671
7228;395588;44684
7229;395119;43979
7230;395170;44033
7231;395745;44440
7232;395547;44669
7233;395528;44646
7234;394985;43827
7235;395828;44666
7236;395889;39244
7237;395359;39141
7238;394637;39278
7239;396458;43235
7240;396118;38190
7241;549784;158171
7242;393949;43646
7243;394316;40630
7244;410614;76125
7245;413274;58620
7246;412298;63154
7247;412790;63464
7248;506990;90607
7249;412773;45848
7250;413623;75936
7251;425476;119860
7252;414304;45889
7253;391832;43934
7254;392076;44340
7255;391886;43924
7256;395577;44722
7257;395573;44785
7258;395935;41770
7259;388798;42229
7260;519421;135944
7261;405593;72871
7262;558279;154881
7263;409766;77389
7264;421801;56976
7265;418282;59204
7266;419113;59455
7267;423300;66721
7268;422213;67279
7269;422662;67399
7270;423856;58222
7271;426495;40929
7272;424525;41422
7273;421829;59354
7274;428139;45494
7275;416557;72631
7276;423182;50619
7277;418721;69402
7278;418752;52309
7279;425078;48181
7280;408893;75188
7281;420197;54863
7282;420464;55746
7283;415352;69887
7284;412156;75013
7285;408064;73282
7286;407896;73835
7287;410093;71347
7288;406171;72476
7289;429338;53997
7290;407562;70851
7291;413167;74210
7292;427053;64980
7293;417364;58940
7294;416492;57519
7295;416426;59642
7296;416401;60162
7297;408893;77504
7298;415315;63034
7299;415819;53358
7300;429471;45047
7301;423763;69293
7302;415326;61351
7303;424029;54329
7304;424632;65387
7305;417673;62156
7306;421354;54600
7307;415015;73648
7308;425900;64384
7309;413133;60689
7310;412191;63727
7311;408798;70706
7312;421541;51951
7313;402482;76809
7314;424010;57487
7315;401971;79717
7316;402911;79718
7317;403979;79279
7318;403881;78434
7319;409701;75266
7320;417423;68383
7321;421416;69638
7322;407570;65725
7323;419322;69841
7324;425563;57722
7326;426182;57304
7327;424742;57007
7328;409014;64048
7329;399334;75607
7330;424376;55485
7331;418254;39309
7332;418390;37916
7333;416778;40663
7334;422525;49866
7335;416855;58017
7336;427209;41665
7337;424293;63652
7338;418511;61502
7339;400278;73965
7340;400229;73872
7341;409292;74730
7342;407771;75321
7343;407591;75553
7344;414802;62568
7345;415126;50115
7346;405793;70390
7347;418587;43146
7348;412014;72192
7349;416855;62426
7350;425733;64549
7351;408877;70579
7352;408893;70569
7353;401091;79169
7354;401946;78206
7355;412167;64801
7356;415623;72857
7357;416971;66580
7358;417303;66599
7359;407603;65708
7360;403187;73678
7361;424989;56741
7362;408850;65451
7363;411217;75213
7364;411472;75281
7365;410916;68490
7366;417572;52204
7367;420736;69713
7368;420250;60130
7369;420034;56863
7370;410493;77047
7371;412614;63303
7372;424482;57287
7373;412623;63796
7374;574309;161625
7375;490679;119291
7376;456843;104206
7377;500386;160166
7378;502117;159389
7379;500166;161900
7380;500349;160294
7381;501716;160694
7382;496357;164018
7383;508465;162019
7384;503678;161055
7385;503628;161127
7386;500396;160296
7387;501740;160991
7388;501665;161253
7389;500367;160267
7390;501461;160737
7391;502004;160627
7392;501984;160627
7393;501916;160652
7394;501887;160660
7395;501841;160640
7396;501751;160696
7397;501741;160675
7398;501438;160815
7399;496251;164176
7400;503097;160873
7401;504231;156125
7402;500872;160330
7403;500648;160487
7404;500437;160273
7405;501695;159869
7406;501466;159354
7407;497021;162819
7408;503182;163851
7409;502730;155259
7410;502034;154919
7411;507921;158090
7412;506911;161537
7413;499820;162469
7414;507117;164201
7415;495227;161672
7416;505006;155567
7417;500326;160276
7418;501643;165854
7419;501257;164659
7420;501199;163186
7421;506101;166337
7422;505654;165277
7423;506604;162311
7424;496273;163903
7425;496233;164039
7426;495531;162338
7427;495802;162721
7428;496053;162896
7429;495804;163019
7430;502798;164805
7431;503044;164581
7432;503012;164319
7433;505128;159991
7434;505909;159681
7435;503779;158014
7436;502758;155237
7437;503138;154651
7438;502127;154902
7439;502263;155554
7440;505814;161944
7441;504050;163700
7442;503716;156885
7443;500428;158894
7444;508496;162161
7445;508459;161986
7446;500296;161974
7447;499512;162844
7448;499274;162249
7449;499971;161193
7450;500898;159793
7451;501807;160680
7452;502232;160038
7453;490311;118215
7454;504910;166730
7455;495802;162452
7456;505480;157568
7457;502335;159325
7458;506617;162279
7459;502132;160588
7460;425320;96355
7462;513510;34172
7463;515376;47382
7464;524735;35122
7465;471747;108972
7466;419293;78790
7467;417213;78104
7468;419978;73223
7469;419856;73327
7470;419930;78971
7471;412105;82434
7472;548300;144785
7473;411954;82460
7474;545160;147390
7475;552862;145220
7476;549042;148614
7477;590957;155591
7478;406564;86193
7479;406532;85940
7480;405847;85973
7481;525121;56409
7482;507737;124935
7483;431403;80301
7484;506224;157571
7485;502890;158713
7486;411106;78970
7487;503655;155132
7488;503890;155746
7489;507215;157454
7490;507785;159542
7491;506161;160743
7492;507565;92636
7493;505586;90567
7494;550371;157690
7495;507152;90408
7496;506779;91227
7497;509898;92024
7498;508307;94450
7499;505345;93931
7500;504876;92379
7501;506063;92349
7502;506125;92390
7503;507509;92444
7504;509523;92379
7505;512407;94572
7506;510312;93075
7507;509921;92920
7508;510088;92362
7509;508921;94813
7510;507572;94302
7511;506366;93401
7512;510781;92049
7513;507275;90645
7514;549285;157544
7515;549248;157515
7516;549635;157671
7517;550281;158193
7518;550348;158201
7519;550194;158192
7520;549917;156856
7521;550216;157986
7522;550522;157502
7523;549879;156835
7524;549438;156449
7525;390744;41694
7526;411876;63042
7527;504535;90460
7528;512898;162194
7530;548964;157717
7531;550407;157451
7532;550348;157452
7533;548941;158053
7534;550171;157391
7535;548966;157912
7536;551073;156785
7537;550460;157631
7538;549913;156777
7539;550515;157869
7540;549778;157728
7541;549893;156753
7542;550263;157079
7543;549941;157324
7544;549202;157559
7545;549023;157583
7546;549287;157778
7547;549326;157727
7548;548822;158047
7549;548928;158136
7550;416621;75332
7551;433773;87683
7552;550493;157731
7553;416493;76480
7554;416630;75050
7555;416918;75633
7556;415207;83230
7557;567764;143180
7558;510151;107423
7559;550254;158051
7560;550432;157702
7561;549871;157678
7562;549858;157680
7563;550019;157683
7564;549349;158156
7565;550049;157778
7566;550349;157856
7567;550393;157862
7568;550421;157864
7569;550254;157894
7570;550277;157894
7571;551510;157582
7572;549977;157851
7573;550548;157265
7574;447786;135989
7575;447791;136042
7576;550485;157610
7577;550466;157573
7578;448861;41287
7579;441576;55518
7580;445607;44855
7581;445618;44264
7582;565555;145716
7583;432679;74825
7584;546388;84573
7585;546466;84335
7586;546394;84309
7587;550597;95866
7588;519058;121347
7589;462206;100562
7590;461353;101274
7591;401177;45664
7592;388546;43701
7593;406238;131124
7595;500745;113783
7596;500578;113775
7597;462295;103593
7598;415083;42626
7599;591145;160255
7600;591575;159919
7601;525387;100182
7602;524621;87276
7603;528524;37594
7604;515383;47231
7605;391855;133146
7606;463485;119730
7607;472021;76434
7608;500259;110084
7609;546883;82503
7610;576116;169802
7611;563621;173560
7612;418685;79485
7613;522317;129796
7614;464195;68082
7615;514980;136910
7616;489554;55965
7617;571595;147341
7618;518777;112352
7619;465290;107649
7620;550239;95755
7621;463913;101907
7622;465415;102089
7623;475788;106048
7624;460583;99217
7625;550619;157642
7626;497223;156075
7627;499127;153537
7628;498163;155820
7629;498445;154796
7630;494978;155593
7631;496283;155870
7632;494888;156131
7633;489392;156061
7634;488868;147397
7635;489027;153040
7636;497709;155704
7637;490905;158801
7638;550656;157672
7639;494294;155723
7640;495175;155631
7641;497091;155297
7642;489059;148325
7643;497130;155304
7644;497981;155698
7645;495942;148070
7646;488887;147436
7647;488836;147333
7648;488828;147395
7649;488797;147376
7650;488803;147396
7651;488862;147342
7652;488882;147334
7653;489104;152714
7654;489116;148358
7655;493784;155657
7656;497748;155703
7657;497768;155720
7658;497706;155790
7659;497757;155666
7660;497853;155668
7661;497816;155633
7662;483519;144581
7663;488615;147147
7664;495945;155614
7665;481846;145845
7666;490017;144505
7667;489291;144827
7668;489838;153489
7669;488034;153461
7670;487529;152653
7671;486405;148565
7672;487848;149464
7673;490638;155661
7674;494567;155929
7675;494077;155869
7676;497830;155657
7677;492626;161437
7678;490903;159365
7679;490826;159091
7680;491324;158601
7681;494938;155669
7682;493840;155115
7683;485685;144116
7684;490003;158266
7685;488797;158700
7686;490145;160691
7687;592234;157686
7688;493786;145645
7689;490951;146972
7690;480556;146095
7691;479308;149252
7692;478553;146439
7693;480889;145051
7694;487547;155999
7695;488060;155107
7696;489999;144461
7697;490296;152512
7698;492557;152071
7699;491976;152093
7700;496912;152826
7701;488463;154067
7702;488088;152371
7703;486180;149296
7704;490628;155576
7705;494393;161822
7706;493803;161331
7707;493736;161179
7708;492992;160826
7709;490502;159080
7710;483400;148044
7711;483310;148117
7712;482011;148919
7713;495031;159094
7714;488859;147392
7715;488673;147208
7716;487673;147071
7717;481541;143590
7718;520401;87538
7719;485405;142808
7720;487093;149033
7721;481753;148959
7722;489235;152562
7723;489022;152558
7724;494971;155465
7725;493783;158055
7726;494004;151395
7727;501044;155459
7728;499118;152278
7729;497965;150646
7730;497670;150967
7731;499021;149865
7733;490496;150022
7734;484448;149239
7735;494819;156154
7736;488919;147430
7737;485951;147206
7738;489594;151705
7739;489801;151683
7740;489619;148706
7741;489344;148595
7742;395299;92649
7743;489952;151900
7744;494370;156217
7745;494262;156052
7746;493434;154455
7747;488855;153163
7748;488761;153212
7749;492212;156153
7750;487349;152595
7751;489843;152146
7752;497337;155589
7753;522730;104359
7754;567271;142150
7755;521729;130206
7756;525157;56230
7757;556228;172387
7758;550271;173368
7759;550465;172860
7760;544659;166826
7761;553817;165318
7762;556643;165224
7763;545409;169186
7764;553901;172190
7765;561481;171695
7766;556614;165241
7767;547128;166112
7768;549596;163731
7769;547715;165335
7770;553598;161941
7771;553504;167079
7772;547303;167153
7773;545394;169518
7774;560489;172673
7775;552940;166129
7776;549408;169947
7777;547243;170619
7778;553479;166555
7779;552967;168432
7780;557193;166859
7781;551767;172076
7782;551407;172600
7783;542551;169754
7784;542817;169880
7785;552551;166602
7786;547440;166276
7787;559439;170661
7788;555659;166692
7789;555108;167567
7790;550036;165288
7791;561219;170336
7792;550358;162645
7793;549235;164163
7794;550057;163870
7795;544115;167089
7796;543339;168128
7797;555035;162338
7798;552088;166265
7799;559086;166339
7800;548310;165411
7801;548414;170112
7802;542172;165513
7803;543734;165988
7804;552571;163037
7805;545507;169083
7806;545474;169180
7807;559002;166637
7808;556041;169047
7809;551453;165699
7810;551322;165418
7811;551633;164796
7812;557492;166960
7813;549733;163134
7814;556968;167418
7815;548217;168100
7816;552031;169756
7817;552081;170395
7818;543869;169275
7819;553996;167037
7820;555248;163434
7821;471765;56261
7822;555378;169770
7823;559979;172687
7824;547738;169543
7825;530338;110124
7826;552430;166643
7827;546425;168148
7828;560301;168243
7829;458743;63504
7830;450801;72609
7831;447163;136074
7832;440705;96480
7833;479158;66080
7834;430385;137652
7835;417588;128681
7836;442335;130177
7837;428075;137836
7838;431439;136563
7839;431683;135867
7840;504527;113941
7841;504298;112308
7842;497286;88589
7843;499122;80341
7844;500847;84460
7845;506500;91774
7846;489814;119898
7847;437016;132866
7848;437030;132856
7849;437014;132868
7850;437035;132855
7851;437024;132859
7852;437034;132888
7853;437017;132894
7854;437054;132858
7855;437068;132855
7856;437061;132857
7857;437031;132880
7858;437059;132877
7859;525921;142854
7860;527644;140353
7861;523333;137701
7862;522955;137503
7863;550267;157533
7864;532621;132395
7865;537081;96656
7866;549575;154291
7867;591559;148959
7868;391225;38494
7869;391376;38529
7870;513082;162856
7871;502805;50953
7872;436991;133260
7873;577377;136959
7876;573308;144283
7877;398519;91693
7878;552721;79306
7879;447243;102839
7881;544068;139144
7882;501989;70530
7884;541346;157585
7885;419731;78417
7886;390354;42076
7887;524645;96037
7888;543871;111922
7889;412793;63544
7890;509933;132326
7891;506125;126660
7892;500661;125815
7893;480458;90219
7894;470190;86197
7895;470797;88373
7896;550872;158115
7897;515117;68660
7898;568168;167173
7899;549662;122025
7900;546500;100075
7901;410851;76080
7902;391102;44096
7903;460193;124602
7904;470381;115995
7905;519519;52047
7906;515953;108448
7907;576125;169782
7908;436804;133439
7909;459232;59722
7910;453883;110900
7912;448749;89361
7913;550055;158203
7914;462782;99653
7915;518715;77120
7916;514072;122613
7917;394770;90188
7919;546403;100017
7920;540610;120341
7921;544007;111850
7922;448334;113254
7923;531467;117580
7924;531600;106923
7925;550431;157739
7927;532975;132514
7929;530645;129710
7930;566826;139782
7931;477950;122727
7932;503603;124027
7933;468692;111722
7934;388968;123714
7935;392206;43361
7936;440727;87206
7937;512986;73963
7938;426539;65932
7939;449611;72531
7940;456434;114488
7941;529612;154717
7942;507375;151260
7943;510169;150051
7944;505387;151666
7945;505485;151531
7946;505007;151406
7947;503249;151192
7948;506251;154895
7949;504953;149084
7950;503387;148375
7951;507332;150692
7952;512488;145454
7953;513077;146289
7954;511500;145596
7955;508382;146802
7956;513763;141169
7957;513597;141421
7958;506496;151599
7960;471179;123762
7961;472836;122512
7962;484012;119266
7963;514182;142227
7964;506305;151764
7965;507540;144977
7966;506519;151887
7967;506523;151785
7968;506514;151764
7969;506509;151753
7970;506502;151741
7971;506460;151759
7972;506492;151732
7973;506453;151749
7974;506486;151721
7975;506480;151712
7976;506476;151702
7977;506467;151696
7978;506416;151708
7979;506459;151689
7980;506404;151695
7981;506444;151655
7982;506387;151683
7983;506422;151652
7984;506409;151641
7985;506344;151632
7986;506340;151625
7987;506399;151627
7988;506335;151617
7989;506389;151622
7990;506323;151612
7991;506352;151591
7992;506575;151670
7993;506455;151680
7994;506486;151655
7995;506466;151630
7996;505674;151200
7997;507374;153225
7998;512436;147743
7999;512957;146346
8000;507719;149886
8001;507766;149873
8002;507798;149855
8003;511400;152072
8004;511753;150017
8005;517011;145943
8006;506192;156518
8007;507274;157002
8008;506291;149139
8009;502482;150713
8010;517097;142084
8011;517656;141664
8012;505538;151503
8013;508896;149591
8014;509550;145041
8015;500976;145025
8016;500934;145060
8017;499466;147104
8018;499902;145463
8019;519396;140927
8020;497901;148950
8021;483796;119489
8022;497765;148142
8023;506406;154496
8024;513351;142520
8025;510335;145958
8026;510469;148315
8027;510536;148340
8028;517146;142080
8029;507311;153127
8030;510167;153145
8031;511648;150090
8032;515432;148011
8033;511991;145669
8034;510790;145581
8035;519196;142271
8036;508678;155499
8037;507591;154779
8038;507125;147656
8039;506701;143067
8040;503721;147948
8041;504155;147783
8042;513949;147346
8043;514575;147906
8044;514767;147728
8045;515762;149599
8046;502188;145936
8047;503332;144792
8048;519440;141231
8049;506104;148964
8050;508200;146460
8051;508908;144112
8052;517001;143839
8053;510061;148915
8054;510330;147882
8055;503556;152680
8056;503325;152889
8057;497528;145880
8058;498321;147696
8059;513120;146308
8060;509939;149670
8061;509859;150696
8062;513771;141168
8063;506612;143727
8064;514100;152399
8065;515240;144337
8066;515441;144174
8067;519788;142967
8068;502480;150714
8069;502423;150801
8070;500774;150651
8071;518981;140982
8072;508574;149988
8073;510121;148734
8074;508904;154591
8075;512531;142063
8076;517681;145734
8077;391483;43447
8078;509257;90638
8079;552694;97746
8080;500948;74575
8081;529493;55817
8082;514982;54123
8083;574798;138183
8084;601284;176144
8085;559918;150186
8086;600760;170446
8087;525245;132319
8088;522918;77976
8089;428122;137905
8090;537099;115898
8091;496028;112341
8093;484755;47912
8094;443997;118237
8095;483362;82126
8096;474957;92503
8097;565751;145924
8098;513912;72385
8099;497202;85077
8100;550513;95720
8101;526773;131572
8102;503144;103910
8103;437448;108835
8104;397951;44811
8105;527289;157896
8106;510582;92497
8107;489424;90645
8108;526958;76058
